Name,Cuisine Type,Expensiveness,Country,Mean Rating,Terrace Available,Vegetarian Menu Available,Wine Menu Available
Oriental Sense & Palate, Chao Zhou,5,ChinaMainland,0.0,False,False,False
Xindalu - China Kitchen, Shanghainese,4,ChinaMainland,0.0,True,False,False
Yunhe Jinting," Shanghainese, Huaiyang",4,ChinaMainland,0.0,False,False,False
Ming Court, Cantonese,4,ChinaMainland,0.0,False,False,False
Ming Court, Cantonese,4,ChinaMainland,0.0,False,True,False
Fu 1088, Shanghainese,4,ChinaMainland,0.0,False,False,False
Canton 8 (East Nanjing Road), Cantonese,3,ChinaMainland,0.0,False,False,False
Le Comptoir de Pierre Gagnaire, French,5,ChinaMainland,0.0,False,False,True
Da Vittorio, Italian,5,ChinaMainland,0.0,False,True,True
Da Vittorio, Italian Contemporary,5,Italy,0.0,True,False,True
Da Vittorio, Italian,5,Switzerland,0.0,False,False,True
Moose (Changning), Huaiyang,4,ChinaMainland,0.0,False,False,False
Cuivre, French Contemporary,3,ChinaMainland,0.0,True,False,True
Shan Shi Liu, Guizhou,3,ChinaMainland,0.0,True,False,False
Rong Cuisine, Taizhou,3,ChinaMainland,0.0,False,False,False
Lin Jiang Yan, Jiangzhe,4,ChinaMainland,0.0,False,False,False
Kiina, Innovative,5,ChinaMainland,0.0,False,False,True
Hakkasan," Chinese Contemporary, Cantonese",4,ChinaMainland,0.0,False,False,True
Hakkasan, Chinese,5,AbuDhabi,0.0,True,False,True
Hakkasan, Chinese,5,Dubai,0.0,False,True,False
Nan Xing Yuan, Sichuan,5,ChinaMainland,0.0,False,False,False
Legend Taste (Jingan), Yunnanese,3,ChinaMainland,0.0,True,False,False
Xin Yuan Lou, Cantonese,3,ChinaMainland,0.0,False,False,False
Canton 8 (Runan Street), Cantonese,3,ChinaMainland,0.0,False,False,False
Mao Long, Shanghainese,3,ChinaMainland,0.0,False,False,False
The Commune Social, Spanish,3,ChinaMainland,0.0,True,True,False
Wei Xiang Zhai (Huangpu), Noodles,2,ChinaMainland,0.0,False,False,False
Coquille, French,4,ChinaMainland,0.0,False,False,False
Ye Olde Station (Xuhui), Shanghainese,3,ChinaMainland,0.0,False,False,False
Scarpetta, Italian,4,ChinaMainland,0.0,False,False,False
River Drunk, Huaiyang,4,ChinaMainland,0.0,False,False,False
Yangzhou Fan Dian (Huangpu), Huaiyang,3,ChinaMainland,0.0,False,False,False
Lao Zheng Xing (Huangpu), Shanghainese,3,ChinaMainland,0.0,False,False,False
Moose (Pudong), Huaiyang,4,ChinaMainland,0.0,False,False,False
Fu 1015, Shanghainese,5,ChinaMainland,0.0,False,False,False
Lin Family of One - The Bund, Taizhou,4,ChinaMainland,0.0,False,False,False
New Wave by Da Vittorio Bistrot, Italian,5,ChinaMainland,0.0,False,False,True
Lu Style, Shandong,4,ChinaMainland,0.0,False,False,True
Beef & Liberty (Jingan), American,3,ChinaMainland,0.0,True,False,False
Rongshu Noodle Soup with Yellow Croaker (Jingan), Noodles,3,ChinaMainland,0.0,False,False,False
Ho Hung Kee, Noodles and Congee,3,ChinaMainland,0.0,False,False,False
Kanpai Classic (Huangpu), Barbecue,4,ChinaMainland,0.0,True,False,False
Zifu Hui, Chinese Contemporary,4,ChinaMainland,0.0,False,False,False
Mi Thai (Anfu Road), Thai,3,ChinaMainland,0.0,False,False,False
Lu Bo Lang, Shanghainese,3,ChinaMainland,0.0,False,False,False
Shanghai, Shanghainese,4,ChinaMainland,0.0,False,False,False
Lan Xin (Jinxian Road), Shanghainese,2,ChinaMainland,0.0,False,False,False
Ultraviolet by Paul Pairet, Innovative,5,ChinaMainland,0.0,False,False,True
Villa Le Bec - Bistro 321, French,4,ChinaMainland,0.0,True,False,True
Yong Xing, Shanghainese,2,ChinaMainland,0.0,False,False,False
Prego, Italian,3,ChinaMainland,0.0,False,False,False
Hao Sheng, Shanghainese,3,ChinaMainland,0.0,False,False,False
8 ½ Otto e Mezzo Bombana, Italian,5,ChinaMainland,0.0,False,False,True
Pop, European,4,ChinaMainland,0.0,True,False,False
Bridge Street Prawn Noodle, Noodles,2,Malaysia,0.0,False,False,False
BM Yam Rice, Teochew,2,Malaysia,0.0,False,False,False
Duck Blood Curry Mee, Noodles,2,Malaysia,0.0,False,False,False
Moh Teng Pheow Nyonya Koay, Small eats,2,Malaysia,0.0,False,False,False
Kayra, Indian,3,Malaysia,0.0,False,False,False
Ivy's Nyonya Cuisine, Peranakan,3,Malaysia,0.0,False,False,False
Bite N Eat Dindigul Biriyani, Indian,3,Malaysia,0.0,False,False,False
Beta," Malaysian, Contemporary",4,Malaysia,0.0,False,False,False
Theeni Pandarams, Indian,2,Malaysia,0.0,False,False,False
Kebaya Dining Room, Peranakan,3,Malaysia,0.0,False,False,False
Chao Xuan, Teochew,2,Malaysia,0.0,False,False,False
Bali Hai Seafood Market, Seafood,3,Malaysia,0.0,False,False,False
Sushi Kazu, Sushi,4,Malaysia,0.0,False,False,False
Cilantro, French Contemporary,5,Malaysia,0.0,False,False,False
Fatty Loh Chicken Rice, Street Food,2,Malaysia,0.0,False,False,False
Tok Tok Mee Bamboo Noodle, Noodles,2,Malaysia,0.0,False,False,False
Au Jardin, European Contemporary,4,Malaysia,0.0,False,False,False
Bee See Heong, Malaysian,2,Malaysia,0.0,False,False,False
Playte, European Contemporary,3,Malaysia,0.0,False,False,False
Wan Dao Tou Assam Laksa, Malaysian,2,Malaysia,0.0,False,False,False
La Suisse, European,3,Malaysia,0.0,False,False,False
Anjo, European Contemporary,4,Malaysia,0.0,False,False,False
Feringgi Grill, European Contemporary,4,Malaysia,0.0,False,False,False
De. Wan 1958, Malaysian,4,Malaysia,0.0,False,True,False
Congkak (Bukit Bintang), Malaysian,3,Malaysia,0.0,False,False,False
Vantador, Steakhouse,4,Malaysia,0.0,False,False,False
Sushi Ori, Sushi,4,Malaysia,0.0,False,False,False
Gai by Darren Chin, Thai,3,Malaysia,0.0,False,False,False
Flour, Innovative,5,Malaysia,0.0,False,False,False
Li Yen, Cantonese,4,Malaysia,0.0,False,False,False
Nam Heong Chicken Rice, Malaysian,2,Malaysia,0.0,False,False,False
Misai Mee Jawa (Butterworth), Street Food,2,Malaysia,0.0,False,False,False
Sardaarji, Indian,3,Malaysia,0.0,False,False,False
Air Itam Sister Curry Mee, Street Food,2,Malaysia,0.0,False,False,False
Neighbourwood, European Contemporary,3,Malaysia,0.0,False,False,False
Akâr," Malaysian, Contemporary",4,Malaysia,0.0,False,False,False
DC. by Darren Chin, French Contemporary,5,Malaysia,0.0,False,False,True
Wong Mei Kee, Street Food,2,Malaysia,0.0,False,False,False
Goh Thew Chik Hainan Chicken Rice, Street Food,2,Malaysia,0.0,False,False,False
Nasi Ayam Hainan Chee Meng (Jalan Kelang Lama), Malaysian,2,Malaysia,0.0,False,False,False
Sri Nirwana Maju, Indian,3,Malaysia,0.0,False,True,False
Dancing Fish," Malaysian, Indian",3,Malaysia,0.0,False,False,False
Limapulo, Peranakan,2,Malaysia,0.0,True,False,False
Ah Hei Bak Kut Teh, Malaysian,2,Malaysia,0.0,False,False,False
Teksen, Cantonese,3,Malaysia,0.0,False,False,False
WhatSaeb Boat Noodles, Thai,2,Malaysia,0.0,False,False,False
Bao Teck Tea House, Dim Sum,3,Malaysia,0.0,False,False,False
Taman Bukit Curry Mee, Noodles,2,Malaysia,0.0,False,False,False
Anak Baba," Malaysian, Peranakan",2,Malaysia,0.0,False,True,False
Il Bacaro, Italian,3,Malaysia,0.0,False,False,False
Heun Kee Claypot Chicken Rice (Pudu), Cantonese,3,Malaysia,0.0,False,False,False
Dewakan," Malaysian, Contemporary",4,Malaysia,0.0,False,False,False
Elegant Inn, Cantonese,3,Malaysia,0.0,False,False,False
Bref by Darren Chin, French Contemporary,4,Malaysia,0.0,False,False,False
Dominic, European Contemporary,4,Malaysia,0.0,True,False,False
Eat and Cook," Malaysian, Contemporary",4,Malaysia,0.0,False,False,False
Jawi House, Indian,3,Malaysia,0.0,False,False,False
Tho Yuen, Cantonese,3,Malaysia,0.0,False,False,False
Penang Road Famous Laksa, Street Food,2,Malaysia,0.0,False,False,False
Kota Dine & Coffee, Peranakan,3,Malaysia,0.0,False,False,False
Bibik's Kitchen, Peranakan,3,Malaysia,0.0,False,False,False
Hai Kah Lang, Seafood,2,Malaysia,0.0,False,False,False
Ming Qing Charcoal Duck Egg Char Koay Teow, Noodles,2,Malaysia,0.0,False,False,False
Pitt Street Koay Teow Soup, Noodles,2,Malaysia,0.0,False,False,False
Ember, Asian Contemporary,3,Malaysia,0.0,False,False,False
Ember, Californian,4,USA,0.0,False,False,False
Cava, Spanish,3,Malaysia,0.0,True,True,False
Marble 8, Steakhouse,4,Malaysia,0.0,False,False,False
OpenHouse, Malaysian,3,Malaysia,0.0,False,False,False
Hide, Innovative,5,Malaysia,0.0,False,False,False
Ushi, Japanese,5,Malaysia,0.0,False,False,False
Thara, Thai,3,Malaysia,0.0,False,False,False
Curios-City, Innovative,4,Malaysia,0.0,False,False,False
Woodlands, Vegetarian,2,Malaysia,0.0,False,False,False
Sao Nam, Vietnamese,3,Malaysia,0.0,True,False,False
Qureshi, Indian,3,Malaysia,0.0,False,False,False
Hing Kee Bakuteh (Jalan Kepong), Malaysian,2,Malaysia,0.0,False,False,False
Tamarind Hill," Thai, Burmese",3,Malaysia,0.0,True,True,False
Nadodi, Innovative,5,Malaysia,0.0,False,False,False
Communal Table by Gēn, Malaysian,3,Malaysia,0.0,False,False,True
Gēn, Innovative,4,Malaysia,0.0,False,False,False
Auntie Gaik Lean's Old School Eatery, Peranakan,3,Malaysia,0.0,False,False,False
Green House Prawn Mee & Loh Mee, Street Food,2,Malaysia,0.0,False,False,False
Lao San Tong Bah Kut Teh, Malaysian,2,Malaysia,0.0,False,False,False
Rasa Rasa, Peranakan,2,Malaysia,0.0,False,False,False
The Brasserie, French Contemporary,4,Malaysia,0.0,False,True,True
The Pinn, Small eats,2,Malaysia,0.0,False,False,False
Flower Mulan, Peranakan,3,Malaysia,0.0,False,False,False
Skillet, European Contemporary,4,Malaysia,0.0,False,False,False
Soleil, European Contemporary,4,Malaysia,0.0,False,False,False
Aliyaa, Sri Lankan,3,Malaysia,0.0,True,True,False
Ali Nasi Lemak Daun Pisang, Street Food,2,Malaysia,0.0,False,False,False
Sushi Taka, Sushi,5,Malaysia,0.0,False,False,False
Restoran Pik Wah, Cantonese,3,Malaysia,0.0,False,True,False
Lai Fong Lala Noodles, Noodles,2,Malaysia,0.0,False,False,False
Passage Thru India, Indian,3,Malaysia,0.0,False,False,False
Yun House, Cantonese,4,Malaysia,0.0,False,False,False
Bahnhöfle," Classic French, Mediterranean Cuisine",3,Germany,0.0,True,False,False
Landgasthaus zum Kreuz," Traditional Cuisine, Country cooking",3,Germany,0.0,True,False,False
Nigrum," International, Modern Cuisine",5,Germany,0.0,False,False,False
Weinstube Baldreit," Traditional Cuisine, Home Cooking",3,Germany,0.0,True,True,False
Löwengrube," International, Market Cuisine",4,Germany,0.0,True,False,False
Wolfshöhle, Classic Cuisine,5,Germany,0.0,True,False,False
Kreuzblume, Classic Cuisine,3,Germany,0.0,True,True,False
Le Jardin de France im Stahlbad, Classic French,5,Germany,0.0,True,False,True
Maltes hidden kitchen," Modern Cuisine, Creative",5,Germany,0.0,True,False,False
Bistro Margarete, Regional Cuisine,3,Germany,0.0,True,True,False
sein, Modern Cuisine,5,Germany,0.0,False,False,False
Wintergarten, Contemporary,4,Germany,0.0,True,False,False
Eichhalde," Italian, Classic Cuisine",4,Germany,0.0,True,False,False
Sonne Wildtal," Market Cuisine, Classic French",4,Germany,0.0,True,False,False
Krone," Market Cuisine, Country cooking",3,Germany,0.0,True,True,False
Krone," Classic Cuisine, Modern Cuisine",4,Germany,0.0,True,False,True
Krone," Market Cuisine, Regional Cuisine",3,Germany,0.0,True,False,False
Krone," Classic French, Seasonal Cuisine",4,Germany,0.0,True,False,False
Krone," Regional Cuisine, Traditional Cuisine",3,Italy,0.0,True,False,False
Krone," Modern Cuisine, Market Cuisine",5,Switzerland,0.0,False,False,False
Krone," Italian, Classic French",5,Switzerland,0.0,True,False,True
Farmerhaus, African,4,Germany,0.0,True,True,False
715," Japanese, Sushi",5,USA,0.0,False,False,False
Momoyama," Japanese, Sushi",4,USA,0.0,False,False,False
Momoyama, Japanese,5,SouthKorea,0.0,False,False,False
Valle," Mexican, Contemporary",5,USA,0.0,False,False,False
Hilda and Jesse," American, Contemporary",3,USA,0.0,False,False,False
Bar Cecil, American,4,USA,0.0,False,False,False
Gracias Madre LA," Mexican, Vegan",3,USA,0.0,True,False,False
Yuji, Japanese,5,USA,0.0,False,False,False
Mandolin Taverna," Greek, Mediterranean Cuisine",5,USA,0.0,True,False,False
Nate's on Marsh," American, Italian",4,USA,0.0,True,False,False
Abacá," Filipino, Californian",3,USA,0.0,False,False,False
Sato Omakase, Sushi,5,USA,0.0,False,False,False
Mother Wolf," Italian, Roman",4,USA,0.0,False,False,False
The Shota," Japanese, Sushi",5,USA,0.0,False,False,False
Lunetta, Contemporary,4,USA,0.0,True,False,False
Pijja Palace," Fusion, Indian",3,USA,0.0,False,False,False
Good Good Culture Club," South East Asian, Californian",3,USA,0.0,False,False,False
The Thai Thing, Thai,3,USA,0.0,True,False,False
Nisei," Japanese, Contemporary",5,USA,0.0,False,False,True
Coast Range," Steakhouse, American",5,USA,0.0,False,False,False
Pasta | Bar," Contemporary, American",5,USA,0.0,False,False,True
Michael’s, American,4,USA,0.0,False,False,False
Avec Nous," French, American",4,USA,0.0,False,False,True
Gjelina, Contemporary,3,USA,0.0,True,False,False
Phở 79," Vietnamese, Noodles",2,USA,0.0,False,False,False
Mijoté," French, Contemporary",5,USA,0.0,False,False,False
Osito, Contemporary,5,USA,0.0,False,False,False
Chef Tony," Chinese, Dim Sum",3,USA,0.0,False,False,False
Girl & the Goat Los Angeles," Contemporary, American",4,USA,0.0,True,False,False
RYLA," Contemporary, Japanese",4,USA,0.0,True,False,False
Ernest, Contemporary,4,USA,0.0,False,False,False
asterid by Ray Garcia," Californian, Contemporary",4,USA,0.0,True,False,False
Camphor," French, Contemporary",5,USA,0.0,True,False,False
Stokes Adobe, Contemporary,4,USA,0.0,False,False,False
Jar, Contemporary,4,USA,0.0,True,False,False
The Dutchess, Burmese,4,USA,0.0,False,True,False
Sushi Takeda," Japanese, Sushi",5,USA,0.0,False,False,False
jū-ni," Japanese, Sushi",5,USA,0.0,False,False,False
Mi Lindo Nayarit Mariscos," Seafood, Mexican",3,USA,0.0,True,False,False
Luscious Dumplings, Chinese,2,USA,0.0,False,False,False
Trestle," Contemporary, Californian",3,USA,0.0,False,False,False
Chosun Galbee," Korean, Barbecue",4,USA,0.0,True,False,False
Meals by Genet, Ethiopian,3,USA,0.0,False,False,False
LaoXi Noodle House," Chinese, Regional Cuisine",2,USA,0.0,False,False,False
Animo," Californian, Korean",5,USA,0.0,False,False,False
Chez Noir," Contemporary, Seafood",5,USA,0.0,False,False,False
Donaji," Mexican, Regional Cuisine",3,USA,0.0,False,False,False
in bloom, Californian,4,USA,0.0,True,False,False
Shunji.," Japanese, Sushi",5,USA,0.0,False,False,False
Craft & Commerce, American,3,USA,0.0,True,False,False
Alimento, Italian,4,USA,0.0,True,False,False
Father’s Office, Gastropub,3,USA,0.0,True,False,False
The Lobster, Seafood,4,USA,0.0,True,False,False
Dai Ho, Taiwanese,3,USA,0.0,False,False,False
Siamo Napoli, Italian,3,USA,0.0,False,False,False
Chez TJ, Contemporary,5,USA,0.0,True,False,True
Kettner Exchange," Contemporary, American Contemporary",3,USA,0.0,True,False,False
Hidden Fish," Japanese, Sushi",4,USA,0.0,False,False,False
Allora," Italian, Seafood",5,USA,0.0,True,False,True
Rich Table," Californian, Contemporary",4,USA,0.0,False,False,False
Anchor Oyster Bar," Seafood, Italian-American",3,USA,0.0,False,False,False
Bistro Na’s," Chinese, Beijing Cuisine",3,USA,0.0,True,False,False
Meteora," Creative, Contemporary",5,USA,0.0,False,False,False
San Laurel," Spanish, Contemporary",5,USA,0.0,True,False,False
kodō," Izakaya, Sushi",5,USA,0.0,True,False,False
Pizzeria Bianco," Pizza, Italian-American",3,USA,0.0,True,False,False
Gusto Handcrafted Pasta & Pizza, Italian-American,3,USA,0.0,False,False,False
Guerrilla Tacos," Mexican, Contemporary",4,USA,0.0,True,False,False
n/naka," Japanese, Contemporary",5,USA,0.0,False,True,False
La Bicyclette, European,4,USA,0.0,True,False,False
Café Romanat, Ethiopian,2,USA,0.0,False,False,False
Catania, Italian,3,USA,0.0,True,False,False
Parks BBQ," Korean, Barbecue",4,USA,0.0,True,False,False
La Azteca, Mexican,2,USA,0.0,True,False,False
Ssal," Korean, Contemporary",5,USA,0.0,False,False,False
Pine & Crane," Asian, Taiwanese",2,USA,0.0,False,False,False
Chengdu Taste," Chinese, Sichuan",3,USA,0.0,False,False,False
Bird Dog," Contemporary, American Contemporary",3,USA,0.0,True,False,False
Sama Sama Kitchen, Asian,3,USA,0.0,True,False,False
Sushi Yoshizumi," Japanese, Sushi",5,USA,0.0,False,False,False
CHAAK Kitchen," Mexican, Regional Cuisine",3,USA,0.0,True,False,False
Sushi by Scratch Restaurants: Montecito," Japanese, Sushi",5,USA,0.0,False,False,False
Yxta Cocina Mexicana," Mexican, Contemporary",4,USA,0.0,True,False,False
Felix, Italian,4,USA,0.0,True,False,False
Jeune et Jolie," French, Contemporary",4,USA,0.0,True,False,False
Commis, Contemporary,5,USA,0.0,False,False,False
Saru," Japanese, Sushi",4,USA,0.0,True,False,False
Boulevard, Californian,4,USA,0.0,True,False,True
Boulevard, Seafood,4,Finland,0.0,False,False,False
Mulvaney’s B&L, Californian,4,USA,0.0,True,False,False
Soichi," Japanese, Sushi",5,USA,0.0,False,False,False
Chinois on Main, Asian,4,USA,0.0,True,False,False
Q Sushi," Japanese, Sushi",5,USA,0.0,False,False,False
A16," Pizza, Italian",3,USA,0.0,False,False,True
Lucia Restaurant & Bar," Californian, Seasonal Cuisine",4,USA,0.0,True,False,True
Cultura," Mexican, Californian",3,USA,0.0,True,False,False
Jean-Georges," Contemporary, Asian Contemporary",5,USA,0.0,True,False,False
Jean-Georges," Contemporary, French Contemporary",5,USA,0.0,False,True,True
Izakaya Rintaro," Japanese, Izakaya",3,USA,0.0,True,False,False
Newport Seafood, Seafood,3,USA,0.0,False,False,False
The Arthur J," Steakhouse, American",5,USA,0.0,True,False,False
Pasta Moon," Italian, Californian",4,USA,0.0,False,False,False
Acquerello," Italian, Contemporary",5,USA,0.0,False,False,True
Acquerello, Creative,5,Italy,0.0,True,False,False
Adana Restaurant, Middle Eastern,3,USA,0.0,False,False,False
Millennium, Vegan,3,USA,0.0,True,False,False
The Sardine Factory," Seafood, American",5,USA,0.0,True,False,True
La Marcha, Spanish,3,USA,0.0,False,False,False
Sea Harbour," Chinese, Dim Sum",3,USA,0.0,False,False,False
O' by Claude Le Tohic," French, Contemporary",5,USA,0.0,False,True,True
Sushi Tadokoro," Japanese, Sushi",4,USA,0.0,False,False,False
Localis," Californian, Contemporary",5,USA,0.0,False,False,True
Gabbi’s Mexican Kitchen," Mexican, Regional Cuisine",3,USA,0.0,True,False,False
Soowon Galbi," Korean, Barbecue",4,USA,0.0,False,False,False
Yue Huang," Chinese, Cantonese",3,USA,0.0,False,False,False
Guelaguetza," Mexican, Regional Cuisine",4,USA,0.0,False,False,False
Bestia," Italian, Californian",5,USA,0.0,True,False,False
Pausa," Italian, Regional Cuisine",3,USA,0.0,True,False,False
Stockhome, Scandinavian,3,USA,0.0,True,False,False
AltoVino," Italian, Californian",3,USA,0.0,True,False,False
China Village," Chinese, Sichuan",2,USA,0.0,False,False,False
Evvia," Greek, Californian",4,USA,0.0,True,True,False
The Morris," Contemporary, Californian",4,USA,0.0,False,False,True
Guesthouse, Contemporary,4,USA,0.0,False,False,False
Carlitos Gardel, Argentinian,4,USA,0.0,True,False,True
Hippo, Italian,3,USA,0.0,True,False,False
Nine-Ten, Contemporary,4,USA,0.0,True,False,True
Merchant Roots, Creative,5,USA,0.0,False,False,True
Cassia, Asian,3,USA,0.0,True,False,False
Madcap," Contemporary, Asian Contemporary",5,USA,0.0,False,False,True
Dio Deka," Greek, Mediterranean Cuisine",4,USA,0.0,True,False,True
Mourad," Moroccan, Contemporary",4,USA,0.0,False,False,True
Ramen Gaijin," Japanese, Ramen",3,USA,0.0,True,False,False
Kokkari Estiatorio, Greek,4,USA,0.0,False,False,False
AMA Sushi," Sushi, Japanese",5,USA,0.0,True,False,False
All Day Baby, American,3,USA,0.0,False,False,False
Sushi Nikkei," Sushi, Fusion",4,USA,0.0,True,False,False
Pizzeria Sei," Pizza, Contemporary",3,USA,0.0,False,False,False
Miller & Lux," Steakhouse, American",5,USA,0.0,False,False,False
Ipoh Kopitiam, Malaysian,3,USA,0.0,True,False,False
Kinn," Korean, Contemporary",5,USA,0.0,False,False,False
Horses, Contemporary,4,USA,0.0,False,False,False
Citrin, Californian,5,USA,0.0,True,False,False
Six Test Kitchen, Contemporary,5,USA,0.0,False,False,False
Zócalo, Mexican,3,USA,0.0,True,False,False
Dela Curo," Japanese, Curry",3,USA,0.0,False,False,False
Hawks," American, Contemporary",3,USA,0.0,False,False,False
Anajak Thai," Thai, Contemporary",4,USA,0.0,True,False,True
Lido Bottle Works," American, American Contemporary",4,USA,0.0,True,False,False
Esperanza Cocina de la Playa," Mexican, Seafood",4,USA,0.0,True,False,False
Beast + Bounty, Californian,4,USA,0.0,True,False,False
Ronan, Italian,4,USA,0.0,True,False,False
All Spice," International, American Contemporary",5,USA,0.0,True,False,False
Yoichi’s, Japanese,5,USA,0.0,False,False,False
Quarters BBQ," Korean, Barbecue",4,USA,0.0,False,False,False
Rocio's Mexican Kitchen," Mexican, Regional Cuisine",2,USA,0.0,True,False,False
A.R. Valentien, Contemporary,4,USA,0.0,True,False,False
Delage, Japanese,4,USA,0.0,False,False,False
Berber," Moroccan, North African",3,USA,0.0,False,False,False
Tūmbi," Indian, Contemporary",3,USA,0.0,True,False,False
Petty Cash, Mexican,3,USA,0.0,True,False,False
Charcoal Venice," American, Steakhouse",4,USA,0.0,False,False,False
Puesto," Mexican, Tex-Mex",2,USA,0.0,True,False,False
Valette, Californian,4,USA,0.0,True,False,False
Luna Mexican Kitchen," Mexican, Regional Cuisine",3,USA,0.0,True,False,False
El Buen Comer," Mexican, Regional Cuisine",3,USA,0.0,False,False,False
Birdsong," Contemporary, American",5,USA,0.0,False,False,True
Picco, Contemporary,4,USA,0.0,True,False,True
Del Popolo," Pizza, Californian",3,USA,0.0,True,False,False
Ramenwell," Japanese, Ramen",3,USA,0.0,True,False,False
La Taqueria," Mexican, Regional Cuisine",2,USA,0.0,False,False,False
Jon & Vinny’s, Italian,3,USA,0.0,False,False,False
Orsa & Winston," Contemporary, Asian",5,USA,0.0,False,True,True
Sichuan Impression," Chinese, Sichuan",3,USA,0.0,False,False,False
Mesa Verde," Vegan, Mexican",3,USA,0.0,True,True,False
Avra," Greek, Seafood",5,USA,0.0,True,False,False
Yong Su San, Korean,4,USA,0.0,False,False,False
République," Mediterranean Cuisine, American",5,USA,0.0,True,False,True
majordōmo," Asian, Contemporary",4,USA,0.0,True,False,False
Maccheroni Republic," Italian-American, American",3,USA,0.0,True,False,False
Pèppoli," Italian, American",5,USA,0.0,True,False,True
Big Sur Smokehouse, Barbecue,3,USA,0.0,True,False,False
Robin," Japanese, Californian",5,USA,0.0,False,False,False
Pizzeria Mozza," Pizza, Italian",3,USA,0.0,True,False,False
Providence, Seafood,5,USA,0.0,False,False,False
Utzutzu," Japanese, Sushi",5,USA,0.0,False,False,False
Tacos Oscar," Mexican, Contemporary",2,USA,0.0,True,True,False
Village Sake, Japanese,3,USA,0.0,True,False,False
Pig in a Pickle, Barbecue,3,USA,0.0,True,False,False
Le Comptoir at Bar Crenn," Contemporary, French",5,USA,0.0,False,False,False
Outerlands, Californian,3,USA,0.0,True,False,False
Kismet, Middle Eastern,3,USA,0.0,False,True,False
Sushi Ginza Onodera," Japanese, Sushi",5,USA,0.0,False,False,False
Sushi Ginza Onodera," Japanese, Sushi",5,USA,0.0,False,False,False
Akaoni," Japanese, Sushi",4,USA,0.0,False,False,False
Nozawa Bar," Japanese, Sushi",5,USA,0.0,False,False,False
Sweet Rice, Thai,2,USA,0.0,False,False,False
Maude," Contemporary, Californian",5,USA,0.0,False,False,True
Omakase," Japanese, Sushi",5,USA,0.0,False,False,False
Omakase, Japanese,4,Spain,0.0,False,False,False
Vaca," Spanish, Contemporary",4,USA,0.0,True,False,False
Belotti Ristorante e Bottega, Italian,3,USA,0.0,True,False,False
Mister Jiu’s," Chinese, Contemporary",4,USA,0.0,False,False,True
Okane," Japanese, Izakaya",3,USA,0.0,False,False,False
Savida, Seafood,3,USA,0.0,False,False,False
R|O-Rebel Omakase," Japanese, Sushi",5,USA,0.0,False,False,False
Boozehounds, International,3,USA,0.0,False,False,False
Chiang Rai, Thai,3,USA,0.0,False,True,False
Ella, Californian,3,USA,0.0,False,False,False
Ella," Contemporary, American",4,USA,0.0,False,False,True
Birch & Rye," Russian, Contemporary",4,USA,0.0,False,False,False
Le Fantastique, Contemporary,4,USA,0.0,False,False,True
Flavors from Afar, International,3,USA,0.0,False,False,False
Lulu, Californian,3,USA,0.0,True,False,False
Hiro Nori Craft Ramen," Japanese, Ramen",3,USA,0.0,True,True,False
Seventh & Dolores," Steakhouse, American Contemporary",4,USA,0.0,True,False,True
Manzke, Contemporary,5,USA,0.0,False,False,False
Tsubaki," Japanese, Izakaya",3,USA,0.0,True,False,False
Empress by Boon, Cantonese,5,USA,0.0,False,False,False
Ken," Sushi, Japanese",5,USA,0.0,False,False,False
Hi Felicia," Californian, Latin American",5,USA,0.0,False,False,False
Les Petites Canailles, French,5,USA,0.0,False,False,True
Saffy's, Middle Eastern,4,USA,0.0,True,False,False
Sushi ii," Japanese, Sushi",5,USA,0.0,False,False,False
Fia Steak, Steakhouse,5,USA,0.0,False,False,False
Koi Japanese Cuisine," Japanese, Contemporary",4,USA,0.0,False,False,False
Knife Pleat," Contemporary, Modern French",5,USA,0.0,True,False,False
LOLA 55, Mexican,2,USA,0.0,True,False,False
Hamano Sushi, Japanese,4,USA,0.0,False,False,True
Cotogna, Italian,4,USA,0.0,True,False,False
Destroyer, Contemporary,3,USA,0.0,True,True,False
Itria," Italian, Contemporary",3,USA,0.0,False,False,False
Tasty Place," Chinese, Regional Cuisine",3,USA,0.0,False,False,False
Atelier Crenn," Contemporary, French",5,USA,0.0,False,False,True
Flame, Persian,3,USA,0.0,False,False,False
Coni'Seafood, Mexican,3,USA,0.0,True,False,False
Bell's," French, Californian",3,USA,0.0,True,False,True
Flea St. Cafe," Contemporary, Californian",4,USA,0.0,True,False,False
Alta Adams, Southern,3,USA,0.0,True,False,False
Born & Raised, Steakhouse,5,USA,0.0,True,False,False
Café Jacqueline, French,5,USA,0.0,False,False,False
Addison," Contemporary, Californian",5,USA,0.0,True,False,True
Shin Sushi," Japanese, Sushi",5,USA,0.0,False,False,False
Delfina," Italian, Italian-American",4,USA,0.0,False,False,False
Comal, Mexican,3,USA,0.0,True,False,False
Ippuku, Japanese,3,USA,0.0,False,False,False
Chez Panisse, Californian,5,USA,0.0,False,False,False
Oma San Francisco Station," Japanese, Sushi",4,USA,0.0,False,False,False
Soban," Korean, Bulgogi",3,USA,0.0,False,False,False
Doppio Zero Pizza Napoletana," Pizza, Italian",3,USA,0.0,True,False,False
Kali," Californian, Market Cuisine",5,USA,0.0,False,False,True
Bardo Lounge, American,3,USA,0.0,False,False,False
Vina Enoteca," Italian, Contemporary",4,USA,0.0,True,False,True
The Bywater," Southern, Creole",3,USA,0.0,True,False,False
